Cleaned_Comment,Emoji_Sentiment_Score,Text_Sentiment,Text_Sentiment_Score,Final_Sentiment
😂😂,0.221,Positive,0.7003,Positive
do school stereotyped ply i really want to see the great ideas you all come up with 😎😎😎😎,0.491,Positive,0.9381,Positive
awesome brow😎,0.491,Positive,0.7964,Positive
be honest the only why people like watching this is because the rag monster 😡😂😂,0.0896666666666666,Positive,0.891,Positive
i think they are planning to red the court😂,0.221,Positive,0.4404,Positive
great ,0.0,Positive,0.6249,Positive
"This video is so misleading, fucking clickbait garbage 📹💀  ",0.111,Negative,-0.541,Negative
"Fucking laggy as hell, makes the game unplayable 🎮😡  ",0.127,Negative,-0.7063,Negative
amazingbrbkeep it up,0.0,Neutral,0.0,Neutral
what did this video turn into 😂,0.221,Positive,0.4404,Positive
"This laptop is hot garbage, runs slower than my grandpa 💻🐌  ",0.4485,Neutral,0.0,Positive
if only he remembered the pudding😂,0.221,Positive,0.4404,Positive
funny 😂,0.221,Positive,0.7003,Positive
the rage monster😂😂😂😂,0.221,Positive,0.7906,Positive
sports stereotyped ,0.0,Negative,-0.296,Negative
a he,0.0,Neutral,0.0,Neutral
they should do the corn made stereotyped😎😎😎,0.4909999999999999,Positive,0.7783,Positive
truth in fiction🙄,0.0,Positive,0.3182,Positive
i love how up always go overboard with their stereotyped to make them as reliable as possible 😂,0.221,Positive,0.7096,Positive
thanks for the giggler 😂,0.221,Positive,0.7506,Positive
that so much this made my day you forgot one the noise maker in the other row if you know what i mean 😎,0.491,Positive,0.4588,Positive
why did you guns rip up the basketball court 😫😫😫,-0.145,Negative,-0.8271,Negative
who else was screaming no when ty started destroying the basketball court😭,-0.093,Negative,-0.9133,Negative
i love stereotyped and they are so funny 😆,0.409,Positive,0.8597,Positive
what are you going to do about the court 😳😳,0.018,Neutral,0.0,Neutral
this is how many hours they used to clean,0.0,Positive,0.4019,Positive
we love he 😤😤,-0.209,Positive,0.6369,Positive
i am the hungry shipper😋,0.631,Neutral,0.0,Positive
605 ll 😂 so me,0.221,Positive,0.4404,Positive
nextbrbrbrbrbrbrhalloween stereotyped,0.0,Negative,-0.296,Negative
the chatty guy ll that39s me 😂,0.221,Positive,0.4404,Positive
i love rage monster 😍,0.678,Positive,0.5574,Positive
i am cody getting the candy gutta the machine except going to the candy store and doing it with all the machines🙄,0.0,Neutral,0.0,Neutral
what did the basketball court do to you😂,0.221,Positive,0.4404,Positive
"This brand used to be good, now it's complete trash 🗑️😤  ",-0.209,Positive,0.4404,Positive
i am the cart rider  ,0.0,Neutral,0.0,Neutral
😂😂,0.221,Positive,0.7003,Positive
love from asia continent india🙏,0.417,Positive,0.6369,Positive
a he may did garrett actually squeeze the f out of that kiwibrseemed total left from his expression  😂,0.221,Positive,0.4404,Positive
they a las persons que habeas esaul les recommends ver el video con subttulos 😂,0.221,Positive,0.5859,Positive
i feel bad for the cleaner 😢,0.007,Negative,-0.7096,Negative
😂😂😂,0.221,Positive,0.8271,Positive
or the awkward no talker cashier😂,0.221,Neutral,0.0258,Positive
pool stereotyped maybe like so they can see😃,0.557,Positive,0.4215,Positive
Why the fuck did they change the good features? Total downgrade 📉🤬  ,0.0,Negative,-0.1531,Negative
did anyone else have all their video come up in recommended 😂,0.221,Positive,0.5719,Positive
item going to guess they were doing a domo on the basketball court ,0.0,Neutral,0.0,Neutral
due perfect never fail to make me laugh ,0.0,Positive,0.8793,Positive
you brasileiro e am see canal ,0.0,Neutral,0.0,Neutral
anyone notice the milk just sitting there at a he 😂,0.221,Positive,0.4404,Positive
rage monster is expensive😂 do a halloween stereotyped,0.221,Negative,-0.4404,Negative
ok at a he he went to far breaking the floor 😨😱,0.0249999999999999,Negative,-0.7783,Negative
"Holy shit, this game is unbalanced as fuck, needs a patch 🎮💀  ",0.11,Negative,-0.7964,Negative
did these guns just watch quit how to basic itquot😂😂,0.221,Positive,0.7003,Positive
1 like 1,0.0,Positive,0.3612,Positive
do a rage monster stereotyped 😊,0.644,Positive,0.0516,Positive
ll funny 😁😎,0.47,Positive,0.836,Positive
guns make some new battle or trick video 😎😎,0.491,Positive,0.4939,Positive
i am dying😂quoth i saw this on pinterestquot spwoosh,0.221,Negative,-0.2263,Negative
i cannot forget this video😂😂😂😂,0.221,Positive,0.9055,Positive
i am almost to 300 please help 😱,0.19,Negative,-0.2648,Negative
poor basketball court😪😬😂,0.1116666666666666,Negative,-0.3818,Negative
me mr careless,0.0,Negative,-0.3612,Negative
i am so the freeze aisle one😂 my favorite was when the avocado exploded,0.221,Positive,0.749,Positive
the one where he was riding the cart on his head had me in tears 😂,0.221,Positive,0.25,Positive
airport stereotyped like if you agreebrbideasbbr1 the farther br the guy who sits at the window but needs to peer crying babybr4 bathroom hogbr5 chair kickerbr6 the snoozerbr7 leg spread br mr laughs to harder rapid help button brow rage monster tyler takes airplane food smashed it on someone is face and jumps off the planebr11 mr excuses brow guy who speaks in first class i hope this video happens,0.0,Positive,0.4215,Positive
"Holy shit, this place smells like a fucking dumpster 🏪🤢  ",0.067,Negative,-0.4576,Negative
hello from sharp el sheath resort egypt 😍😍,0.678,Positive,0.7184,Positive
hilarious due  and a waste of money,0.0,Neutral,-0.0258,Neutral
the accuracy though 😂😂😂,0.221,Positive,0.8271,Positive
This show is overhyped and not worth watching 😴📺  ,0.1475,Negative,-0.1695,Negative
from a he to a he i am crying 😂 😂,0.221,Positive,0.4019,Positive
very funny video 😂😂,0.221,Positive,0.8399,Positive
i just realized on the express lane one that he tried to hide the milk on that shelf 😂,0.221,Positive,0.296,Positive
"Worst fucking phone I've ever owned, regret buying it 📱🔥  ",0.2235,Negative,-0.8519,Negative
😅w,0.178,Positive,0.3612,Positive
finally😁,0.449,Positive,0.4588,Positive
who loves due perfect,0.0,Positive,0.8126,Positive
This new feature is useless and annoying 🤦‍♂️🔇  ,0.125,Negative,-0.6705,Negative
q caramba lo destruyeron come si and ,0.0,Neutral,0.0,Neutral
amazing now these guns need a new basketball court,0.0,Positive,0.5859,Positive
"This brand used to be good, now it's just trash 🗑️😞  ",-0.118,Negative,-0.0516,Negative
who else lives the stereotyped series ,0.0,Negative,-0.296,Negative
so funny😂brand nice😀,0.3944999999999999,Positive,0.7645,Positive
baby stereotyped video please😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃😃,0.5570000000000003,Positive,0.9947,Positive
the rage monster is the best😂😂,0.221,Positive,0.7506,Positive
who watches stereotyped for the rage monster 😂,0.221,Negative,-0.4404,Negative
ty raaaaaaaaaaaaaaaaaaaaaaaa                     cody no no nooooo ana ha  ha 😭,-0.093,Positive,0.6355,Positive
he actually destroyed that floor😂,0.221,Negative,-0.0772,Neutral
ulm due perfect is the basketball  court ok cut   yeah,0.0,Positive,0.7184,Positive
ok ,0.0,Positive,0.296,Positive
is this real😅😅 a he,0.178,Positive,0.6124,Positive
this is how much they have to spend on the rage monster ,0.0,Negative,-0.5574,Negative
they actually tucked that court up 😂,0.221,Positive,0.4404,Positive
to this is actually so true😂,0.221,Positive,0.7591,Positive
i realized i was more than 4 of these makes sense why i take a while going to the grocer store😅,0.178,Positive,0.3612,Positive
not the basketball court 😭,-0.093,Negative,-0.4767,Negative
rudeness test 😂,0.221,Positive,0.1027,Positive
well now we know there is not going to be any  new video until what tyler did is fixed 😂,0.221,Positive,0.6124,Positive
"Holy shit, this director should never make movies again 🎬💀",0.036,Negative,-0.5574,Negative
i love this they are soon true😂😂😂😂 its going to take a little bit of time to fix the basketball court😂,0.221,Positive,0.9661,Positive
ll you guns made my monday,0.0,Neutral,0.0,Neutral
ah you forgot my putting,0.0,Neutral,0.0,Neutral
you guns went took far with the basketball court broke my heart to watch it fall apart like that,0.0,Positive,0.5994,Positive
gooooooooooooooooooooooooooo due perfect ,0.0,Positive,0.5719,Positive
"This track is fucking awful, my ears are bleeding 🎵🤮  ",0.5,Negative,-0.5095,Negative
2020😉,0.463,Neutral,0.0,Positive
you should do a futbolsoccer  stereotyped as well,0.0,Neutral,-0.0258,Neutral
if any one want a subscribe than i will subscribe your channel if you subscribe mines ,0.0,Positive,0.0772,Positive
😱😱😱😱😱😱😱,0.1899999999999999,Negative,-0.9896,Negative
item the rage one 😂😂,0.221,Positive,0.296,Positive
i loved range monster 😨😨😨,-0.14,Negative,-0.6908,Negative
i am early to my favourite channel keep up the great work ,0.0,Positive,0.6249,Positive
soon are they moving because they destroyed the court,0.0,Negative,-0.4939,Negative
i wonder how many views this video will get if i comment on this video ,0.0,Neutral,0.0,Neutral
you should do a soccer one ,0.0,Neutral,0.0,Neutral
do you have enough money to repair the court,0.0,Neutral,0.0,Neutral
i love these stereotyped video 😋😋,0.631,Positive,0.4588,Positive
a he thank me with a like😁,0.449,Positive,0.7906,Positive
a he holy shit you guns did not hold back on this one org i was was laughing so fucking hard😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😭😅😅😅😂😂😂😂😂😅😅😅😂😅,0.2023636363636363,Positive,0.9975,Positive
funny as ff its 100 true love it keep up the amazing work ,0.0,Positive,0.9477,Positive
lmfaoooooo agahahhahahahahahha lololoolll so breaking reliable  😐😑,-0.3495,Neutral,0.0,Negative
may😂😂😂😂😂😂,0.221,Positive,0.9468,Positive
apart from the fun that they get out of these they waste a town of food 😥😥cannot stand wastage,0.122,Positive,0.2144,Positive
i love a rage ,0.0,Positive,0.1531,Positive
org  what he did to that floor😂😂😂😂😂😂😂😂,0.221,Positive,0.969,Positive
did you really ruin the court😥😥😟brtahese guns have surely git a very hugh budget for there lids,0.1053333333333333,Neutral,0.0267,Positive
you watch and realize you have done those stereotyped before then try to act innocent 😂,0.221,Positive,0.4767,Positive
why why why would you destroy such a good court,0.0,Negative,-0.1531,Negative
this makes me hungry,0.0,Neutral,0.0,Neutral
rage monster is amazing😵😵,0.085,Negative,-0.3818,Negative
Who the hell greenlit this disaster? Total failure 🎥🤦‍♂️  ,0.2075,Negative,-0.923,Negative
seeing them destroy that basketball court made me 😭,-0.093,Negative,-0.765,Negative
ahahah classic rage monster  love it,0.0,Positive,0.1531,Positive
here before smile 😁,0.449,Positive,0.6705,Positive
Why is this game so fucking broken? Devs are lazy as hell 🎮😤,0.109,Negative,-0.895,Negative
this is how many times it said guy in every became,0.0,Neutral,0.0,Neutral
these guns have 35 mild sobs while i am here with 50 sobs😂😂,0.221,Negative,-0.296,Negative
may i stereotyped video 😁😁😂,0.373,Positive,0.7717,Positive
cool effects on on the freeze freak out sorry for the put😄😄😄,0.421,Positive,0.93,Positive
"Worst fucking business decision ever, what a joke 💼🤬  ",0.529,Negative,-0.4404,Negative
when you have the money for anything 😲,-0.068,Positive,0.3818,Positive
"The dialogue in this movie is cringe as hell, who wrote this shit? 📝🤡  ",0.231,Negative,-0.8705,Negative
honestly y39all were already so obviously texan but filling this in a he😂😂😂 this is coming from a fellow texan 😉,0.2815,Positive,0.9267,Positive
yassssss love it ,0.0,Positive,0.6369,Positive
that was he😏,0.332,Neutral,0.0,Positive
they must be getting a new court,0.0,Neutral,0.0,Neutral
pleas stop doing rage monster meme pleas,0.0,Negative,-0.7003,Negative
helene can tyler and garrett remove their hat like an entire videobrbrplss watching from phil😁,0.449,Positive,0.6705,Positive
org i missed these so much😍😍😍😍,0.678,Positive,0.8773,Positive
can i get more like then thisvideo please😀😗🙃🙃🙂😂😂😅😀😄😁😉😙😙😗🙃😉😊😆😁😄😃😀,0.493578947368421,Positive,0.9967,Positive
This company keeps making dumbass decisions 🤦‍♂️💰  ,0.188,Negative,-0.5574,Negative
a he this is me when my mon tell me to just get one thing 😏,0.332,Neutral,0.0,Positive
anyone else worried for the court😭,-0.093,Negative,-0.6486,Negative
yeah i39ve seen all of this at my local he store you guns are so spot on 😂😂,0.221,Positive,0.7906,Positive
Who the fuck listens to this garbage music? Absolute noise 🎵🤡  ,0.5,Negative,-0.5423,Negative
this one was really great brim had a great fun,0.0,Positive,0.9152,Positive
stereotyped are the best 🙌🙌🙌 i am the freeze freak out although me and hobby are pretty serious about the checkout short line,0.559,Positive,0.4939,Positive
item the freeze freak out 😂😂,0.221,Positive,0.4767,Positive
