Cleaned_Comment,Emoji_Sentiment_Score
dear friend did you know that jesus christ has a perfect plan for your life but it is up to you to receive him to into your life he wont force you it requires an active pursuit to have a personal relationship with him god through jesus christ desires your trust in him so that he may lead you and guide you throughout your whole life on earth and also prepare you for the glorious and wonderful day when you receive your great reward in heaven           brbrhe so eagerly wants you to come to this realization dear one he truly does make today your starting point with our loving creator that will last forever acknowledge that you are a sinner in need of our savior welcome the righteousness of jesus christ into your life receive grace through faith by believing in jesus christ and what he did on the cross his death burial and resurrection you will then be justified in salvation you will be blessed abundantly and your life will be forever changed brbrmay god bless you in the glorious and loving name of jesus christ our lord and our savior       br timothy 4  8  ephesians 2  6  1 peter 5  4  luke 6  23  john 3  16  john 14  3,0
"I thought this was a joke, but it's actually this bad ????  ",0.018
its so any ??????????,0.221
do a pet video ????????,0.40475
a he ????utf,0.221
i love ty the rage monster????????,0.568
have you subscribed to pewdiepie if not do it right now ??,0.421
"What a dumb decision, ruined everything ???????  ",0.16549999999999998
tie why do you destroy the basketball court ,0
because it isopod  day,0
copy cry ??????,0.678
i am def the freeze freak outer because i get cold very easily?? and my friends family is the mr expiration date freaks????,0.221
next stereotyped should be halloween stereotyped ,0
"This dude's opinion is so dumb, just shut up already ????  ",0
the fact that there is a banana and a milk jug by the checkout ??,0.221
that pour basketball court??,0.122
ok he gelatin vanka sent take ettiimde 8milyondun damacana ill in eviriyor in??,0.568
org ?? ??????i have been waiting for this for monthssrry i am just so happy ?? like if you agree that up stereotyped are the bestbrbrcant wait to see the new court ??,0.30733333333333335
"This laptop is slower than a fucking snail, absolute joke ????  ",0.225
you need a pool,0
love your video ????????????????????????????????????,0.4883333333333333
a he court,0
new year stereotypesbrbrbrbrspot the difference??????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0.5567207392197085
all of these are my mon ??,0.221
item sorry but i cannot watch after a he and item not even a basket taller ,0
best one yet??????,0.221
we,0
ah the wonders of riding in a shopping cart ????,0.435
i love every time cody says where did you find these and takes them??,0.409
"Whoever hyped this up is a dumbass, it's fucking trash ????  ",0.139
a he when he killed the avocado it got me ?? ,0.221
i love the rage monster its just so funny ,0
imagine the cameraman forgets to press record button while filling the rage monster segment,0
the rage monster looks good????,0.221
you shouldn throw food because it is food??,0.644
????????????,0.221
spot the difference if you find it like it ????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????,0.4499126984126989
of that rage monster though ????,0.221
"These devs are lazy as fuck, nothing works right ????  ",0.1405
a he i was not expecting that ??,0.018
????????,0.19
The WiFi at this place is slower than my dead grandma’s internet ????  ,0.225
org that rage monster hurt to watch??,0.221
you  guns your the best please make more stereotyped video ?? also the rage monster is lit ll he does a lot of damage,0.644
Why the fuck does this app keep crashing? Worst shit ever ????  ,0.096
mr too many items could be mr super conscious man ??,0.221
do a airplane and airport stereotyped like if you agree,0
so ????,0.221
listen at a he did he just say that??????,0.221
a he so that is why dad took so long to get the milk but he never came back i wonder why ,0
hata the rage monster a he ??bobby the way 1945 anyone,0.455
tyler when did you started working out,0
the is hilarious i haven39t laughed this hard in a long time br,0
i just realized how much money the due perfect team makes by how rage monster destroyed their court ??????,0.221
"Fucking useless feature, literally nobody needs this ????",-0.375
please dont waste food  just for filling that rage monster part??,0.007
that was hilarious ????????  item totally the careless person ll,0.221
??,0.221
i hope the basketball court is ok ,0
basketball fan cringing after seeing that court scene ??,-0.142
you wasted to much  the court is broken org,0
no the court??????????????????????????????,0.12340000000000001
church steryeotypesbr??,0.491
Another dogshit product from this company ????  ,0.251
item the cart rider??,0.601
stereotyped episodes are omegalol????,0.221
well guess they are renovation,0
can you guns do carnival stereotyped??,0.449
"Fucking slow internet, takes forever to load anything ????",0.4485
stereotyped belliard playersbrdo it ??,0.417
do not know if the milk landed perfectly as if it were part of a up trickshot or it was pure luck ??,0.221
a he that look on the mon and kiss face though ,0
now ,0
boy??,0.221
that milk he got is expired now ,0
like in this comment you want life tricks shots 3??????,0.221
love the stereotyped??,0.455
love the rage monster??,0.221
mr expiration date that is me ??,0.221
"Fucking worst mic I’ve ever used, audio is garbage ????",0.476
not the court ??,-0.093
finallllly??,0.449
take it your moving to a bigger building then after smashing shit out of the courts ,0
?? another stereotyped,0.221
a he howtobasic ,0
guns please make a never have i ever ,0
Why the fuck does this app keep crashing? Worst shit ever ????  ,0.096
Why the fuck do people even like this garbage? Pure shit ????  ,0.011500000000000003
due that video was so perfect ,0
how long did it take to repair the basketball  court,0
aisle blockadebrme every time my mon let us me push the cart ??,0.221
This update is absolute garbage! ???????  ,0.125
how else had watched this video 10000 times like if you did,0
a he this me when mon forget my stuff to bring ??,-0.374
my and most favorite series of up???? st is overcome,0.678
saw to the floor??????,-0.035333333
so they grocer shopping for the rage monster that39s cool??,0.491
somebody should take the rage monster ????,0.421
to what sup love you guns man??,0.221
"What a fucking joke, I can’t believe people pay for this shit ????  ",0.251
damn i just realized that i am always the lost shipper ????,0.221
for every like i will add a potato ,0
41 million sobs?? well done,0.19
they should make toilet paper orders a stereotyped??????,0.221
pushkin carving battle  if they should,0
i miss this background music so much??????????,-0.093
rage monster funny but am wondering why you do it because you then have to clean it ??,0.178
????yep that is all true,0.221
you should do soccer  stereotyped,0
did due perfect bought the whole store??,0.178
 can you tell me why 5 love,0
due perfect you should do fortunate stereotyped the obsessed the ones who hate it the ones who live on it etc,0
